                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    460,                0.60525,                0.53856,                 1.0917,                0.74177,                0.68416,                0.75519,                0.55251,                 1.3029,                0.91631,                 2.0229,              0.0009118,              0.0009118,              0.0009118
                    461,                0.61847,                0.55774,                 1.0841,                0.76437,                0.69412,                0.77566,                0.55257,                 1.2801,                 0.9285,                 1.9435,               0.000892,               0.000892,               0.000892
                    462,                0.60834,                0.55414,                 1.0684,                0.77286,                0.69412,                0.77646,                0.54248,                 1.2958,                0.93192,                 1.9655,              0.0008722,              0.0008722,              0.0008722
                    463,                0.62091,                0.54783,                 1.0839,                0.80078,                0.68756,                0.78504,                0.53717,                 1.2964,                0.91695,                 1.9568,              0.0008524,              0.0008524,              0.0008524
                    464,                0.59252,                0.53342,                 1.0513,                0.85355,                0.68816,                0.79389,                 0.5417,                 1.2791,                0.91419,                 1.9492,              0.0008326,              0.0008326,              0.0008326
                    465,                0.59233,                0.53211,                 1.0667,                 0.7386,                0.71412,                0.79047,                0.53442,                 1.1973,                0.89533,                 1.7934,              0.0008128,              0.0008128,              0.0008128
                    466,                0.62112,                0.55755,                 1.0705,                0.69477,                0.74799,                 0.7939,                0.54661,                 1.2412,                0.86289,                  1.925,               0.000793,               0.000793,               0.000793
                    467,                0.64928,                0.56234,                 1.0993,                0.76235,                0.71412,                0.79604,                0.54992,                   1.23,                0.82539,                 1.9248,              0.0007732,              0.0007732,              0.0007732
                    468,                0.62409,                0.55083,                 1.0828,                0.81826,                0.66766,                0.80073,                0.54922,                 1.2202,                0.80951,                 1.9155,              0.0007534,              0.0007534,              0.0007534
                    469,                0.64324,                0.57225,                 1.1124,                 0.7937,                 0.6641,                0.79258,                0.53801,                 1.1605,                0.82232,                 1.7878,              0.0007336,              0.0007336,              0.0007336
                    470,                0.62705,                0.52207,                 1.0782,                0.68308,                 0.7861,                0.79751,                0.54291,                 1.1623,                0.84005,                 1.7881,              0.0007138,              0.0007138,              0.0007138
                    471,                0.62688,                0.54506,                 1.0773,                0.65562,                0.79294,                0.79408,                0.54587,                 1.1775,                0.84543,                 1.8065,               0.000694,               0.000694,               0.000694
                    472,                0.63941,                0.55181,                 1.0861,                0.68461,                0.79294,                0.78925,                0.55517,                  1.189,                0.85744,                 1.8136,              0.0006742,              0.0006742,              0.0006742
                    473,                0.62488,                0.57523,                 1.0855,                0.69235,                 0.7391,                 0.7786,                0.55005,                  1.157,                0.86776,                 1.7815,              0.0006544,              0.0006544,              0.0006544
                    474,                0.59878,                0.55699,                 1.0814,                0.69814,                0.73155,                0.77803,                0.54752,                 1.1554,                0.87832,                 1.7656,              0.0006346,              0.0006346,              0.0006346
                    475,                0.58299,                0.53281,                 1.0683,                0.66819,                0.77639,                0.77861,                0.54477,                 1.1393,                0.89543,                 1.7367,              0.0006148,              0.0006148,              0.0006148
                    476,                 0.6038,                 0.5642,                 1.0776,                0.68918,                0.73601,                0.74888,                0.53744,                 1.1318,                0.90231,                 1.7258,               0.000595,               0.000595,               0.000595
                    477,                0.60854,                0.52422,                 1.0899,                0.70479,                0.70703,                0.75035,                0.53247,                 1.1499,                 0.8939,                 1.7665,              0.0005752,              0.0005752,              0.0005752
                    478,                  0.612,                0.57701,                 1.0836,                0.63798,                0.74353,                0.74665,                0.53176,                 1.1616,                0.91191,                 1.7774,              0.0005554,              0.0005554,              0.0005554
                    479,                0.60503,                0.53466,                 1.0816,                0.63003,                0.71412,                0.74865,                 0.5261,                 1.1373,                0.93075,                 1.7264,              0.0005356,              0.0005356,              0.0005356
                    480,                0.62328,                0.56022,                 1.0984,                 0.6086,                0.74353,                0.75167,                0.52573,                 1.1752,                0.92096,                 1.8181,              0.0005158,              0.0005158,              0.0005158
                    481,                 0.6298,                0.55576,                 1.1001,                0.60015,                0.77294,                0.75418,                0.53285,                 1.1774,                0.91884,                 1.8149,               0.000496,               0.000496,               0.000496
                    482,                0.57642,                0.52591,                 1.0545,                0.63106,                0.77294,                0.76148,                0.53689,                 1.1787,                 0.8971,                 1.8178,              0.0004762,              0.0004762,              0.0004762
                    483,                0.57964,                0.52395,                 1.0638,                0.63543,                0.82262,                0.77217,                0.54091,                 1.1951,                0.88169,                 1.8387,              0.0004564,              0.0004564,              0.0004564
                    484,                0.58358,                0.50668,                 1.0499,                0.62192,                0.77294,                0.76354,                0.53816,                 1.2074,                0.88912,                 1.8507,              0.0004366,              0.0004366,              0.0004366
                    485,                 0.6378,                0.55463,                 1.0895,                0.65644,                0.76947,                0.76284,                0.54622,                 1.1563,                0.90621,                 1.7386,              0.0004168,              0.0004168,              0.0004168
                    486,                0.58402,                0.51657,                  1.078,                0.64655,                0.77131,                0.77152,                0.54536,                 1.1545,                0.90378,                 1.7389,               0.000397,               0.000397,               0.000397
                    487,                0.63263,                0.55113,                 1.0949,                0.64801,                0.76817,                0.77285,                0.55014,                 1.1735,                 0.8896,                 1.7829,              0.0003772,              0.0003772,              0.0003772
                    488,                0.58252,                0.52877,                 1.0696,                 0.6197,                0.80235,                0.76824,                0.54628,                 1.1897,                0.88009,                 1.8155,              0.0003574,              0.0003574,              0.0003574
                    489,                0.57785,                0.52836,                 1.0747,                0.70695,                0.68128,                0.76592,                0.54287,                 1.2059,                0.86911,                 1.8497,              0.0003376,              0.0003376,              0.0003376
                    490,                0.60714,                0.53119,                 1.0828,                0.71188,                0.68605,                0.76333,                0.52826,                 1.1985,                0.87086,                 1.8323,              0.0003178,              0.0003178,              0.0003178
                    491,                 0.5727,                0.52905,                 1.0545,                0.69095,                0.68742,                0.75501,                0.53075,                 1.2061,                0.87247,                 1.8242,               0.000298,               0.000298,               0.000298
                    492,                0.60423,                0.53922,                 1.0881,                0.69428,                 0.6882,                0.76244,                0.53332,                 1.2679,                0.86832,                 1.9419,              0.0002782,              0.0002782,              0.0002782
                    493,                0.60269,                0.54288,                 1.0855,                0.69708,                0.69259,                0.76744,                0.52881,                  1.271,                0.86935,                 1.9318,              0.0002584,              0.0002584,              0.0002584
                    494,                0.56989,                0.49643,                 1.0549,                0.68985,                0.70374,                0.77452,                0.52782,                 1.2705,                0.87014,                 1.9233,              0.0002386,              0.0002386,              0.0002386
                    495,                0.55503,                0.49611,                 1.0489,                0.62645,                0.83176,                0.77209,                 0.5335,                 1.2073,                0.88483,                 1.7888,              0.0002188,              0.0002188,              0.0002188
                    496,                0.59198,                0.54211,                 1.0691,                0.62252,                0.83176,                0.77202,                0.54051,                  1.208,                0.88258,                 1.7856,               0.000199,               0.000199,               0.000199
                    497,                0.57824,                0.53395,                 1.0697,                0.62068,                0.80235,                0.77961,                 0.5491,                 1.2208,                0.87018,                 1.8117,              0.0001792,              0.0001792,              0.0001792
                    498,                0.60731,                0.55038,                 1.0772,                0.72768,                0.69294,                0.78503,                0.55687,                 1.2122,                0.86465,                 1.8055,              0.0001594,              0.0001594,              0.0001594
                    499,                0.57787,                0.50045,                 1.0676,                0.72551,                0.69247,                0.78466,                0.55253,                 1.1931,                0.86789,                 1.7864,              0.0001396,              0.0001396,              0.0001396
